"path";"PDF";"original";"extracted";"PublicationType";"Id";"Marker";"Title";"Source";"Publisher";"Editor";"Authors";"Edition";"Volume";"Issue";"Chapter";"Note";"Page from";"Page to";"Location";"Date";"Doi";"Url";"Precision";"Recall";"F1"
"TUW-202034-ref4";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2020344.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2020344-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2020344-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"75,00";"33,33";"33,33"
"TUW-202034-ref5";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2020345.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2020345-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2020345-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"85,71";"60,00";"60,00"
"TUW-202034-ref6";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2020346.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2020346-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2020346-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"33,33";"16,67";"14,29"
"TUW-202034-ref7";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2020347.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2020347-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2020347-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"75,00";"33,33";"33,33"
"TUW-202034-ref8";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2020348.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2020348-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2020348-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"NA";"0,00";"NA";"NA";"25,00";"14,29";"12,50"
"TUW-202034-ref9";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2020349.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2020349-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2020349-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"83,33";"55,56";"55,56"
"TUW-202034-ref10";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20203410.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20203410-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20203410-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"NA";"NA";"NA";"0,00";"NA";"NA";"100,00";"NA";"NA";"83,33";"62,50";"62,50"
"TUW-202034-ref11";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20203411.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20203411-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20203411-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"0,00";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"33,33";"10,00";"10,00"
"TUW-202034-ref12";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20203412.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20203412-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20203412-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"0,00";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"33,33";"10,00";"10,00"
"TUW-202034-ref13";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20203413.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20203413-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20203413-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"33,33";"11,11";"11,11"
"TUW-202034-ref14";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20203414.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20203414-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20203414-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"100,00";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"NA";"NA";"60,00";"42,86";"37,50"
"TUW-202034-ref16";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20203416.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20203416-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20203416-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"33,33";"11,11";"11,11"
"TUW-202034-ref17";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20203417.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20203417-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20203417-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"33,33";"16,67";"16,67"
"TUW-202034-ref19";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20203419.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20203419-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20203419-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"0,00";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"75,00";"27,27";"27,27"
"TUW-202824-ref1";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2028241.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2028241-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2028241-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"0,00";"NA";"NA";"40,00";"NA";"0,00";"0,00";"NA";"0,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"50,00";"13,33";"12,73"
"TUW-202824-ref2";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2028242.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2028242-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2028242-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"33,33";"12,50";"12,50"
"TUW-203924-ref1";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2039241.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2039241-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2039241-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"80,00";"44,44";"44,44"
"TUW-203924-ref4";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2039244.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2039244-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2039244-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"0,00";"0,00"
"TUW-203924-ref7";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2039247.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2039247-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2039247-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"60,00";"33,33";"33,33"
"TUW-203924-ref11";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392411.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392411-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392411-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"NA";"NA";"0,00";"100,00";"100,00";"NA";"0,00";"NA";"NA";"57,14";"44,44";"40,00"
"TUW-203924-ref12";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392412.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392412-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392412-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"75,00";"50,00";"50,00"
"TUW-203924-ref13";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392413.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392413-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392413-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"20,00";"NA";"100,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"NA";"71,43";"51,39";"46,67"
"TUW-203924-ref16";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392416.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392416-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392416-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"NA";"NA";"NA";"0,00";"NA";"NA";"100,00";"NA";"NA";"60,00";"37,50";"37,50"
"TUW-203924-ref17";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392417.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392417-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392417-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"33,33";"25,00";"20,00"
"TUW-203924-ref18";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392418.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392418-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392418-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"33,33";"14,29";"12,50"
"TUW-203924-ref19";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392419.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392419-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392419-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"25,00";"25,00";"20,00"
"TUW-203924-ref20";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392420.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392420-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392420-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"NA";"33,33";"11,11";"11,11"
"TUW-203924-ref21";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392421.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392421-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392421-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"0,00";"0,00"
"TUW-203924-ref22";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20392422.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20392422-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20392422-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"100,00";"NA";"NA";"0,00";"NA";"100,00";"NA";"NA";"NA";"100,00";"0,00";"NA";"100,00";"NA";"NA";"57,14";"44,44";"44,44"
"TUW-205557-ref1";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2055571.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2055571-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2055571-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"100,00";"NA";"NA";"100,00";"71,43";"71,43"
"TUW-205933-ref1";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2059331.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2059331-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2059331-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"100,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"100,00";"NA";"NA";"66,67";"57,14";"50,00"
"TUW-205933-ref2";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2059332.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2059332-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2059332-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"NA";"NA";"NA";"100,00";"75,00";"75,00"
"TUW-205933-ref3";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2059333.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2059333-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2059333-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"0,00";"0,00";"100,00";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"0,00";"0,00";"NA";"NA";"85,71";"60,00";"54,55"
"TUW-205933-ref4";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2059334.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2059334-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2059334-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"100,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"0,00";"NA";"NA";"66,67";"66,67";"50,00"
"TUW-205933-ref5";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2059335.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2059335-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2059335-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"NA";"NA";"NA";"100,00";"88,89";"88,89"
"TUW-205933-ref6";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2059336.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2059336-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2059336-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"100,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"75,00";"75,00"
"TUW-205933-ref8";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2059338.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2059338-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2059338-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"0,00";"NA";"NA";"NA";"100,00";"100,00";"NA";"NA";"NA";"NA";"80,00";"50,00";"50,00"
"TUW-205933-ref9";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2059339.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2059339-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2059339-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"NA";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"0,00";"NA";"NA";"40,00";"40,00";"28,57"
"TUW-205933-ref10";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20593310.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20593310-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20593310-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"NA";"NA";"50,00";"40,00";"28,57"
"TUW-205933-ref11";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20593311.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20593311-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20593311-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"NA";"NA";"50,00";"33,33";"28,57"
"TUW-205933-ref12";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-20593312.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-20593312-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-20593312-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"NA";"NA";"33,33";"40,00";"25,00"
"TUW-213513-ref1";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2135131.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2135131-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2135131-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"NA";"100,00";"NA";"NA";"60,00";"42,86";"37,50"
"TUW-213513-ref2";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-2135132.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-2135132-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\grobid\grobid-TUW-2135132-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"NA";"100,00";"NA";"100,00";"100,00";"88,89";"88,89"
