"File";"Precision";"Recall";"F1"
"TUW-180162-ref17";"0,00";"0,00";"0,00"
"TUW-180162-ref18";"33,33";"16,67";"16,67"
"TUW-180162-ref19";"33,33";"16,67";"16,67"
"TUW-180162-ref20";"50,00";"28,57";"28,57"
"TUW-180162-ref21";"75,00";"50,00";"50,00"
"TUW-180162-ref22";"75,00";"50,00";"50,00"
"TUW-181199-ref10";"50,00";"50,00";"37,50"
"TUW-181199-ref11";"87,50";"77,78";"77,78"
"TUW-181199-ref12";"87,50";"77,78";"77,78"
"TUW-181199-ref13";"50,00";"42,86";"37,50"
"TUW-181199-ref14";"83,33";"71,43";"71,43"
"TUW-181199-ref15";"85,71";"75,00";"75,00"
"TUW-181199-ref16";"85,71";"75,00";"75,00"
"TUW-182414-ref1";"50,00";"9,09";"9,09"
"TUW-182414-ref2";"40,00";"33,33";"28,57"
"TUW-182899-ref3";"0,00";"0,00";"0,00"
"TUW-182899-ref4";"33,33";"15,00";"14,00"
"TUW-182899-ref5";"37,50";"13,64";"13,64"
"TUW-182899-ref6";"50,00";"20,00";"20,00"
"TUW-182899-ref7";"58,33";"25,00";"24,00"
"TUW-182899-ref8";"66,67";"25,00";"25,00"
"TUW-182899-ref9";"25,00";"11,11";"11,11"
"TUW-182899-ref10";"25,00";"9,09";"9,09"
"TUW-182899-ref11";"25,00";"14,29";"14,29"
"TUW-182899-ref12";"50,00";"35,71";"35,71"
"TUW-182899-ref13";"66,67";"57,14";"57,14"
"TUW-182899-ref14";"26,67";"16,67";"16,67"
"TUW-182899-ref15";"66,67";"41,67";"41,67"
"TUW-182899-ref16";"33,33";"15,00";"12,73"
"TUW-182899-ref17";"37,50";"15,00";"15,00"
"TUW-182899-ref18";"37,50";"15,00";"15,00"
"TUW-182899-ref19";"37,50";"13,33";"14,00"
"TUW-182899-ref20";"20,00";"10,00";"9,09"
"TUW-182899-ref21";"71,43";"50,00";"50,00"
"TUW-182899-ref22";"37,50";"15,00";"15,00"
"TUW-182899-ref23";"37,50";"19,05";"20,00"
"TUW-182899-ref24";"20,00";"10,00";"9,09"
"TUW-182899-ref25";"33,33";"16,67";"16,67"
"TUW-182899-ref26";"66,67";"57,14";"57,14"
"TUW-182899-ref27";"0,00";"0,00";"0,00"
"TUW-182899-ref28";"37,50";"15,00";"15,00"
"TUW-182899-ref29";"25,00";"12,50";"12,50"
"TUW-182899-ref30";"60,00";"50,00";"50,00"
"TUW-182899-ref31";"33,33";"16,67";"16,67"
"TUW-182899-ref33";"33,33";"18,75";"17,50"
"TUW-182899-ref34";"0,00";"0,00";"0,00"
"TUW-182899-ref36";"30,00";"15,00";"13,64"
