"path";"PDF";"original";"extracted";"PublicationType";"Title";"Publicationtype";"Abstract";"Keywords";"Authors";"Emails";"Author-Emails";"Affiliations";"Author-Affiliations";"Source";"Volume";"Issue";"Page from";"Page to";"Date";"Doi";"Sections";"Section-Levels";"Section-References";"References";"Precision";"Recall";"F1"
"TUW-186227";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-186227.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-186227-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-186227-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"NA";"0,00";"NA";"NA";"100,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"66,67";"0,00";"66,67";"100,00";"100,00";"50,00";"53,33"
"TUW-189842";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-189842.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-189842-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-189842-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"66,67";"8,70";"0,00";"0,00";"53,33";"8,70";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"88,89";"NA";"0,00";"0,00";"30,88";"33,01";"28,42"
"TUW-191715";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-191715.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-191715-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-191715-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"100,00";"NA";"NA";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"42,86";"42,86";"10,00";"96,97";"52,70";"51,02";"37,04"
"TUW-191977";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-191977.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-191977-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-191977-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"NA";"100,00";"100,00";"100,00";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"75,00";"0,00";"66,67";"100,00";"94,17";"78,47";"78,47"
"TUW-192724";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-192724.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-192724-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-192724-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"100,00";"100,00";"66,67";"66,67";"80,00";"80,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"90,91";"0,00";"93,75";"91,15";"70,03";"75,23"
"TUW-194085";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-194085.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-194085-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-194085-xstream.xml"")";"Diplom- oder Masterarbeiten";"100,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"0,00";"0,00";"0,00";"NA";"0,00";"0,00";"0,00";"28,57";"28,57";"10,61";"9,89"
"TUW-194561";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-194561.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-194561-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-194561-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"NA";"100,00";"0,00";"0,00";"100,00";"100,00";"100,00";"0,00";"0,00";"100,00";"100,00";"NA";"0,00";"83,33";"0,00";"80,00";"90,91";"70,28";"75,30";"58,57"
"TUW-194660";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-194660.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-194660-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-194660-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"100,00";"0,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"NA";"57,14";"0,00";"0,00";"100,00";"50,00";"24,00";"21,43"
"TUW-197422";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-197422.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-197422-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-197422-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"NA";"100,00";"NA";"NA";"66,67";"66,67";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"95,24";"100,00";"0,00";"96,15";"99,52";"62,46";"65,88"
"TUW-197852";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-197852.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-197852-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-197852-xstream.xml"")";"Zeitschriftenartikel";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"0,00";"0,00";"0,00";"100,00";"0,00";"NA";"NA";"NA";"NA";"57,14";"40,00";"0,00";"44,44";"40,74";"15,66";"17,26"
"TUW-198400";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-198400.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-198400-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-198400-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"100,00";"100,00";"100,00";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"64,00";"76,19";"0,00";"0,00";"74,15";"61,62";"61,68"
"TUW-198401";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-198401.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-198401-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-198401-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"0,00";"0,00";"0,00";"0,00";"66,67";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"100,00";"50,00";"0,00";"50,00";"55,00";"35,90";"29,17"
"TUW-198405";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-198405.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-198405-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-198405-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"100,00";"NA";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"50,00";"0,00";"66,67";"100,00";"80,00";"23,61";"26,39"
"TUW-198408";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-198408.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-198408-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-198408-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"NA";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"66,67";"0,00";"0,00";"0,00";"46,67";"21,43";"22,22"
"TUW-200745";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-200745.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-200745-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-200745-xstream.xml"")";"Diplom- oder Masterarbeiten";"100,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"0,00";"0,00";"0,00";"NA";"0,00";"0,00";"0,00";"20,00";"16,67";"10,23";"9,23"
"TUW-200748";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-200748.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-200748-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-200748-xstream.xml"")";"Diplom- oder Masterarbeiten";"100,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"13,33";"0,00";"0,00";"16,67";"17,26";"10,68";"8,12"
"TUW-200948";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-200948.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-200948-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-200948-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"NA";"100,00";"66,67";"66,67";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"80,00";"0,00";"0,00";"76,47";"77,65";"70,26";"65,82"
"TUW-200950";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-200950.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-200950-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-200950-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"NA";"100,00";"60,00";"60,00";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"0,00";"100,00";"76,19";"66,67";"60,00"
"TUW-200959";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-200959.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-200959-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-200959-xstream.xml"")";"Zeitschriftenartikel";"0,00";"0,00";"100,00";"NA";"0,00";"NA";"NA";"100,00";"0,00";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"58,82";"0,00";"18,18";"85,19";"76,32";"31,77";"32,93"
"TUW-201066";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-201066.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-201066-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-201066-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"NA";"NA";"66,67";"0,00";"0,00";"100,00";"66,67";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"0,00";"100,00";"75,00";"67,59";"67,59";"55,30"
"TUW-201160";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-201160.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-201160-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-201160-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"50,00";"0,00";"0,00";"100,00";"50,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"88,89";"0,00";"75,00";"85,71";"58,57";"58,41";"45,80"
"TUW-201167";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-201167.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-201167-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-201167-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"NA";"NA";"66,67";"0,00";"0,00";"100,00";"66,67";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"0,00";"100,00";"66,67";"66,67";"66,67";"54,55"
"TUW-201821";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-201821.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-201821-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-201821-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"NA";"100,00";"100,00";"100,00";"100,00";"100,00";"NA";"NA";"NA";"0,00";"0,00";"NA";"NA";"90,91";"0,00";"100,00";"100,00";"81,94";"83,33";"70,78"
"TUW-202034";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-202034.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-202034-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-202034-xstream.xml"")";"Diplom- oder Masterarbeiten";"100,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"0,00";"0,00";"0,00";"NA";"0,00";"0,00";"0,00";"46,67";"17,78";"12,12";"11,28"
"TUW-202824";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-202824.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-202824-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-202824-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"100,00";"100,00";"100,00";"50,00";"50,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"0,00";"42,42";"66,67";"38,46"
"TUW-203409";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-203409.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-203409-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-203409-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"100,00";"100,00";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"50,00";"NA";"NA";"80,00";"81,48";"68,18"
"TUW-203924";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-203924.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-203924-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-203924-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"100,00";"66,67";"NA";"NA";"66,67";"66,67";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"66,67";"57,14";"40,00";"63,64";"89,70";"59,67";"66,13"
"TUW-204724";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-204724.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-204724-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-204724-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"100,00";"0,00";"0,00";"66,67";"66,67";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"0,00";"88,00";"62,24";"45,51";"47,79"
"TUW-205557";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-205557.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-205557-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-205557-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"NA";"66,67";"NA";"NA";"100,00";"66,67";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"88,89";"76,19";"76,19"
"TUW-205933";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-205933.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-205933-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-205933-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"0,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"92,31";"NA";"57,14";"83,33";"94,84";"58,15";"59,20"
"TUW-213513";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-213513.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-213513-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-213513-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"100,00";"100,00";"100,00";"66,67";"66,67";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"80,00";"0,00";"66,67";"100,00";"80,00";"74,24";"65,00"
"TUW-216744";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-216744.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-216744-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-216744-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"44,44";"0,00";"NA";"NA";"75,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"100,00";"100,00";"60,42";"59,58";"55,34"
"TUW-217690";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-217690.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-217690-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-217690-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"100,00";"57,14";"NA";"NA";"100,00";"57,14";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"85,71";"50,00";"0,00";"100,00";"96,88";"55,76";"59,09"
"TUW-217971";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-217971.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-217971-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-217971-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"NA";"100,00";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"0,00";"100,00";"60,00";"60,00";"50,00"
"TUW-221215";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-221215.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-221215-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-221215-xstream.xml"")";"Diplom- oder Masterarbeiten";"100,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"0,00";"0,00";"NA";"0,00";"NA";"0,00";"0,00";"0,00";"NA";"23,53";"0,00";"0,00";"15,38";"20,35";"11,20";"9,92"
"TUW-223906";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-223906.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-223906-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-223906-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"NA";"100,00";"100,00";"100,00";"100,00";"100,00";"0,00";"NA";"NA";"0,00";"0,00";"NA";"NA";"100,00";"0,00";"100,00";"100,00";"83,33";"76,92";"66,67"
"TUW-223973";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-223973.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-223973-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-223973-xstream.xml"")";"Buchbeiträge";"100,00";"0,00";"100,00";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"0,00";"100,00";"77,78";"63,64";"63,64"
"TUW-225252";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-225252.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-225252-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-225252-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"75,00";"0,00";"0,00";"66,67";"50,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"80,00";"0,00";"66,67";"100,00";"56,25";"62,96";"44,86"
"TUW-226000";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-226000.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-226000-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-226000-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"100,00";"100,00";"100,00";"0,00";"0,00";"100,00";"85,71";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"100,00";"92,86";"82,74";"87,99";"75,27"
"TUW-226016";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-226016.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-226016-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-226016-xstream.xml"")";"Diplom- oder Masterarbeiten";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"100,00";"0,00";"NA";"NA";"NA";"0,00";"0,00";"0,00";"NA";"0,00";"0,00";"0,00";"0,00";"22,22";"18,18";"14,29"
"TUW-228620";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-228620.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-228620-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-228620-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"100,00";"100,00";"100,00";"100,00";"75,00";"30,00";"0,00";"NA";"NA";"NA";"NA";"NA";"0,00";"50,00";"NA";"60,00";"91,11";"75,90";"59,19";"57,58"
"TUW-231707";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-231707.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-231707-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\cermine\cermine-TUW-231707-xstream.xml"")";"Buchbeiträge";"100,00";"0,00";"0,00";"NA";"100,00";"NA";"NA";"66,67";"66,67";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"90,91";"90,91";"0,00";"0,00";"85,71";"46,67";"51,51"
