"";"Cermine";"";"";"Grobid";"";"";"ParsCit";"";"";"PDFX";"";""
"Id";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1"
"TUW-221215-ref15";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref16";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref17";"notMatched";"notMatched";"notMatched";"50,00";"33,33";"28,57";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref18";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"50,00";"75,00";"60,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref19";"notMatched";"notMatched";"notMatched";"100,00";"77,78";"77,78";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref20";"notMatched";"notMatched";"notMatched";"100,00";"83,33";"85,19";"100,00";"38,89";"40,74";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref21";"notMatched";"notMatched";"notMatched";"71,43";"62,50";"55,56";"75,00";"37,50";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref22";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref23";"notMatched";"notMatched";"notMatched";"100,00";"68,75";"70,83";"80,00";"43,75";"45,83";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref24";"notMatched";"notMatched";"notMatched";"100,00";"70,00";"73,33";"33,33";"20,00";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref25";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref26";"100,00";"66,67";"66,67";"100,00";"88,89";"88,89";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref27";"94,44";"70,83";"70,83";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref28";"100,00";"75,00";"75,00";"83,33";"62,50";"62,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref29";"notMatched";"notMatched";"notMatched";"100,00";"70,00";"70,00";"83,33";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref30";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref31";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref32";"notMatched";"notMatched";"notMatched";"40,00";"28,57";"25,00";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref33";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref34";"notMatched";"notMatched";"notMatched";"100,00";"77,78";"77,78";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref35";"notMatched";"notMatched";"notMatched";"83,33";"55,56";"55,56";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref36";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"80,00";"44,44";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref37";"notMatched";"notMatched";"notMatched";"100,00";"72,22";"74,07";"75,00";"27,78";"29,63";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref38";"notMatched";"notMatched";"notMatched";"66,67";"33,33";"28,57";"50,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref39";"notMatched";"notMatched";"notMatched";"83,33";"50,00";"51,85";"100,00";"38,89";"40,74";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref40";"notMatched";"notMatched";"notMatched";"50,00";"12,50";"13,33";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref41";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref42";"notMatched";"notMatched";"notMatched";"80,00";"50,00";"52,38";"100,00";"35,71";"38,10";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref43";"notMatched";"notMatched";"notMatched";"80,00";"57,14";"57,14";"100,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref44";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-221215-ref45";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-223906-ref1";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-223906-ref2";"83,33";"62,50";"62,50";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-223906-ref3";"83,33";"62,50";"62,50";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-223906-ref4";"33,33";"16,67";"18,18";"66,67";"40,00";"40,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-223906-ref5";"66,67";"40,00";"40,00";"66,67";"40,00";"40,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-223973-ref1";"80,00";"50,00";"44,44";"71,43";"62,50";"55,56";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-223973-ref2";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"70,00";"38,89";"38,89";"NAN";"0,00";"0,00"
"TUW-223973-ref3";"58,33";"35,00";"35,00";"100,00";"80,00";"80,00";"100,00";"80,00";"80,00";"NAN";"0,00";"0,00"
"TUW-223973-ref4";"50,00";"14,29";"14,29";"66,67";"28,57";"25,00";"48,44";"27,68";"21,53";"notMatched";"notMatched";"notMatched"
"TUW-223973-ref5";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-223973-ref6";"100,00";"33,33";"33,33";"33,33";"16,67";"14,29";"50,00";"33,33";"25,00";"NAN";"0,00";"0,00"
"TUW-223973-ref7";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"70,00";"38,89";"38,89";"NAN";"0,00";"0,00"
"TUW-223973-ref8";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-223973-ref9";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-223973-ref10";"91,67";"60,00";"56,67";"77,78";"70,00";"63,64";"62,50";"50,00";"45,45";"NAN";"0,00";"0,00"
"TUW-223973-ref11";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"73,33";"40,74";"40,74";"NAN";"0,00";"0,00"
"TUW-223973-ref12";"50,00";"8,33";"9,52";"100,00";"83,33";"83,33";"60,00";"50,00";"42,86";"NAN";"0,00";"0,00"
"TUW-223973-ref13";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-223973-ref14";"91,67";"60,00";"56,67";"77,78";"70,00";"63,64";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-223973-ref15";"85,94";"43,33";"43,15";"77,78";"87,50";"70,00";"100,00";"62,50";"62,50";"NAN";"0,00";"0,00"
"TUW-223973-ref16";"0,00";"0,00";"0,00";"50,00";"25,00";"20,00";"66,67";"50,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-223973-ref17";"0,00";"0,00";"0,00";"33,33";"25,00";"20,00";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-223973-ref18";"94,29";"73,33";"73,33";"100,00";"88,89";"88,89";"83,33";"46,67";"46,46";"NAN";"0,00";"0,00"
"TUW-223973-ref19";"66,67";"25,00";"20,00";"66,67";"50,00";"40,00";"66,67";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-223973-ref20";"66,67";"33,33";"33,33";"100,00";"83,33";"83,33";"100,00";"83,33";"83,33";"NAN";"0,00";"0,00"
"TUW-223973-ref21";"61,11";"36,36";"34,55";"87,50";"63,64";"63,64";"50,00";"36,36";"36,36";"NAN";"0,00";"0,00"
"TUW-223973-ref22";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"83,33";"35,71";"35,71";"NAN";"0,00";"0,00"
"TUW-223973-ref23";"68,00";"34,00";"34,00";"85,71";"60,00";"60,00";"80,00";"48,00";"48,00";"NAN";"0,00";"0,00"
"TUW-225252-ref1";"40,00";"22,22";"20,00";"100,00";"77,78";"77,78";"83,33";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-225252-ref2";"15,00";"10,71";"8,33";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-225252-ref3";"40,00";"25,00";"22,22";"100,00";"87,50";"87,50";"100,00";"62,50";"62,50";"NAN";"0,00";"0,00"
"TUW-225252-ref4";"13,33";"10,00";"7,27";"75,00";"60,00";"54,55";"37,50";"30,00";"25,00";"NAN";"0,00";"0,00"
"TUW-225252-ref5";"40,00";"22,22";"20,00";"87,50";"77,78";"70,00";"91,67";"40,74";"40,74";"NAN";"0,00";"0,00"
"TUW-225252-ref6";"60,00";"42,86";"33,33";"100,00";"85,71";"85,71";"100,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-226000-ref1";"66,67";"57,14";"50,00";"100,00";"85,71";"85,71";"50,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-226000-ref2";"60,00";"37,50";"37,50";"85,71";"75,00";"75,00";"80,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-226000-ref3";"33,33";"25,00";"20,00";"50,00";"25,00";"25,00";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-226000-ref4";"66,67";"33,33";"33,33";"50,00";"33,33";"28,57";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-226000-ref5";"50,00";"16,67";"16,67";"50,00";"33,33";"28,57";"66,67";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-226000-ref6";"50,00";"16,67";"16,67";"50,00";"33,33";"28,57";"66,67";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-226000-ref7";"58,33";"29,17";"29,17";"66,67";"33,33";"33,33";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-226000-ref8";"96,67";"58,00";"58,00";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226000-ref9";"0,00";"0,00";"0,00";"50,00";"40,00";"33,33";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-226000-ref10";"100,00";"62,50";"62,50";"100,00";"87,50";"87,50";"80,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-226000-ref11";"91,67";"52,38";"52,38";"100,00";"71,43";"71,43";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226000-ref12";"16,67";"4,17";"4,76";"44,44";"20,83";"18,37";"44,44";"20,83";"21,43";"NAN";"0,00";"0,00"
"TUW-226000-ref13";"33,33";"14,29";"14,29";"50,00";"28,57";"25,00";"66,67";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-226000-ref14";"notMatched";"notMatched";"notMatched";"66,67";"33,33";"33,33";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-226016-ref1";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref2";"notMatched";"notMatched";"notMatched";"33,33";"25,00";"20,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref3";"notMatched";"notMatched";"notMatched";"72,00";"66,67";"53,57";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref4";"notMatched";"notMatched";"notMatched";"85,71";"75,00";"75,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref5";"notMatched";"notMatched";"notMatched";"70,83";"60,71";"53,13";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref6";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref7";"notMatched";"notMatched";"notMatched";"60,00";"50,00";"42,86";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref8";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref9";"notMatched";"notMatched";"notMatched";"83,33";"71,43";"62,50";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref10";"notMatched";"notMatched";"notMatched";"83,33";"71,43";"62,50";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref11";"notMatched";"notMatched";"notMatched";"83,33";"71,43";"62,50";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref12";"notMatched";"notMatched";"notMatched";"83,33";"71,43";"62,50";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-226016-ref13";"notMatched";"notMatched";"notMatched";"62,50";"50,00";"41,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref14";"notMatched";"notMatched";"notMatched";"83,33";"71,43";"62,50";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref15";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref16";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref17";"notMatched";"notMatched";"notMatched";"83,33";"71,43";"62,50";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref18";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref19";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref20";"notMatched";"notMatched";"notMatched";"100,00";"83,33";"83,33";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref21";"notMatched";"notMatched";"notMatched";"80,00";"80,00";"66,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref22";"notMatched";"notMatched";"notMatched";"33,33";"25,00";"20,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref23";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref24";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref25";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref26";"notMatched";"notMatched";"notMatched";"83,33";"71,43";"62,50";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-226016-ref27";"notMatched";"notMatched";"notMatched";"25,00";"25,00";"16,67";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-228620-ref1";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"25,00";"20,00";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-228620-ref2";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-228620-ref3";"100,00";"37,14";"38,46";"75,00";"57,14";"48,72";"50,00";"37,14";"38,46";"NAN";"0,00";"0,00"
"TUW-228620-ref4";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref5";"100,00";"60,00";"60,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-228620-ref6";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref7";"50,00";"20,00";"16,67";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NAN";"0,00";"0,00"
"TUW-228620-ref8";"80,00";"44,44";"44,44";"85,71";"66,67";"66,67";"40,00";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-228620-ref9";"93,33";"55,56";"53,33";"100,00";"77,78";"77,78";"40,00";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-228620-ref10";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref11";"25,00";"20,00";"17,14";"60,00";"60,00";"50,00";"50,00";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref12";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"0,00";"0,00";"0,00";"NAN";"0,00";"0,00"
"TUW-228620-ref13";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref14";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref15";"50,00";"37,50";"33,33";"66,67";"50,00";"50,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-228620-ref16";"33,33";"20,00";"16,67";"25,00";"20,00";"16,67";"20,00";"20,00";"14,29";"NAN";"0,00";"0,00"
"TUW-228620-ref17";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref18";"100,00";"62,50";"62,50";"87,50";"87,50";"77,78";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref19";"100,00";"28,57";"28,57";"66,67";"57,14";"44,44";"25,00";"14,29";"12,50";"NAN";"0,00";"0,00"
"TUW-228620-ref20";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref21";"100,00";"62,50";"62,50";"83,33";"62,50";"62,50";"25,00";"12,50";"12,50";"NAN";"0,00";"0,00"
"TUW-228620-ref22";"85,71";"60,00";"60,00";"88,89";"80,00";"72,73";"80,00";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref23";"100,00";"62,50";"62,50";"71,43";"62,50";"55,56";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref24";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref25";"75,00";"37,50";"37,50";"100,00";"25,00";"25,00";"33,33";"12,50";"12,50";"NAN";"0,00";"0,00"
"TUW-228620-ref26";"notMatched";"notMatched";"notMatched";"40,00";"40,00";"28,57";"25,00";"20,00";"14,29";"NAN";"0,00";"0,00"
"TUW-228620-ref27";"100,00";"62,50";"62,50";"100,00";"87,50";"87,50";"60,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-228620-ref28";"75,00";"37,50";"37,50";"100,00";"87,50";"87,50";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref29";"55,56";"33,33";"30,00";"25,00";"16,67";"12,50";"50,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-228620-ref30";"100,00";"62,50";"62,50";"87,50";"87,50";"77,78";"60,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-228620-ref31";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref32";"notMatched";"notMatched";"notMatched";"25,00";"20,00";"16,67";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-228620-ref33";"100,00";"50,00";"50,00";"83,33";"62,50";"62,50";"50,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-228620-ref34";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref35";"80,00";"50,00";"50,00";"83,33";"62,50";"62,50";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref36";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref37";"90,00";"50,00";"50,00";"100,00";"88,89";"88,89";"46,67";"27,78";"26,67";"NAN";"0,00";"0,00"
"TUW-228620-ref38";"100,00";"70,00";"70,00";"44,44";"40,00";"36,36";"50,00";"30,00";"30,00";"NAN";"0,00";"0,00"
"TUW-228620-ref39";"85,71";"60,00";"60,00";"notMatched";"notMatched";"notMatched";"50,00";"30,00";"30,00";"NAN";"0,00";"0,00"
"TUW-228620-ref40";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref41";"100,00";"55,56";"55,56";"100,00";"88,89";"88,89";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-228620-ref42";"100,00";"70,00";"70,00";"100,00";"90,00";"90,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-228620-ref43";"80,00";"44,44";"44,44";"85,71";"66,67";"66,67";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-228620-ref44";"100,00";"62,50";"62,50";"87,50";"87,50";"77,78";"50,00";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-228620-ref45";"80,00";"44,44";"44,44";"75,00";"66,67";"66,67";"50,00";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-233317-ref1";"100,00";"50,00";"50,00";"100,00";"70,00";"70,00";"57,14";"40,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref2";"50,00";"16,67";"14,29";"50,00";"16,67";"14,29";"60,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref3";"100,00";"50,00";"50,00";"85,71";"60,00";"60,00";"57,14";"40,00";"36,36";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref4";"55,36";"50,00";"39,33";"100,00";"75,00";"75,00";"100,00";"62,50";"62,50";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref5";"66,67";"37,50";"35,00";"83,33";"62,50";"62,50";"66,67";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref6";"80,00";"44,44";"44,44";"100,00";"77,78";"77,78";"50,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref7";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref8";"100,00";"55,56";"55,56";"100,00";"77,78";"77,78";"50,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref9";"79,17";"50,00";"44,16";"75,00";"60,00";"54,55";"50,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref10";"80,00";"50,00";"50,00";"100,00";"75,00";"75,00";"60,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref11";"100,00";"76,98";"77,37";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref12";"50,00";"16,67";"14,29";"100,00";"66,67";"66,67";"40,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref13";"70,00";"38,89";"38,89";"100,00";"77,78";"77,78";"50,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-233317-ref14";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref1";"66,67";"28,57";"25,00";"75,00";"42,86";"42,86";"40,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref2";"80,00";"44,44";"44,44";"100,00";"77,78";"77,78";"50,00";"33,33";"30,00";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref3";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"60,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref4";"100,00";"50,00";"50,00";"25,00";"12,50";"11,11";"100,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref5";"100,00";"60,00";"60,00";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref6";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"50,00";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref7";"71,43";"55,56";"55,56";"100,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref8";"100,00";"77,78";"77,78";"87,50";"77,78";"77,78";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref9";"96,43";"73,33";"74,07";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref10";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref11";"85,71";"66,67";"66,67";"75,00";"66,67";"66,67";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-233657-ref12";"75,00";"33,33";"27,78";"80,00";"66,67";"57,14";"60,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-236063-ref1";"100,00";"33,33";"33,33";"80,00";"66,67";"57,14";"50,00";"50,00";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-236063-ref2";"50,00";"16,67";"16,67";"100,00";"66,67";"66,67";"60,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-236063-ref4";"100,00";"33,33";"33,33";"75,00";"50,00";"42,86";"40,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-236120-ref1";"100,00";"25,00";"25,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-236120-ref2";"0,00";"0,00";"0,00";"50,00";"25,00";"20,00";"66,67";"50,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-236120-ref3";"50,00";"16,67";"16,67";"75,00";"50,00";"50,00";"100,00";"66,67";"66,67";"NAN";"0,00";"0,00"
