"Type";"AbstractMetaPublication";"Precision";"Recall";"F1";
"evaltype";"publication";"78,62";"69,31";"62,67";"grobid-per-evaltype-publication-statistics.xls";
"id";"publication";"80,87";"72,53";"71,10";"grobid-per-id-publication-statistics.xls";

"For EvaluationType References";
"evaltype";"publication";"92,24";"91,57";"89,11";"grobid-per-evaltype-publication-statistics.xls";
"evaltype";"reference";"81,68";"53,35";"50,72";"grobid-per-evaltype-reference-statistics.xls";
"id";"reference";"82,30";"66,65";"64,59";"grobid-per-id-reference-statistics.xls";
