"File";"Precision";"Recall";"F1"
"TUW-200748-ref38";"60,00";"42,86";"37,50"
"TUW-200748-ref39";"75,00";"60,00";"50,00"
"TUW-200748-ref40";"75,00";"50,00";"42,86"
"TUW-200748-ref41";"87,50";"70,00";"70,00"
"TUW-200959-ref2";"75,00";"42,86";"42,86"
"TUW-200959-ref4";"87,50";"70,00";"70,00"
"TUW-200959-ref5";"33,33";"20,00";"20,00"
"TUW-200959-ref6";"40,00";"25,00";"25,00"
"TUW-200959-ref7";"71,43";"55,56";"55,56"
"TUW-200959-ref8";"50,00";"22,22";"22,22"
"TUW-200959-ref9";"50,00";"33,33";"30,00"
"TUW-200959-ref10";"66,67";"53,33";"53,33"
"TUW-200959-ref11";"25,00";"10,00";"10,00"
"TUW-200959-ref12";"42,86";"33,33";"30,00"
"TUW-200959-ref13";"25,00";"14,29";"14,29"
"TUW-200959-ref14";"60,00";"37,50";"33,33"
"TUW-200959-ref17";"50,00";"30,00";"27,27"
"TUW-200959-ref18";"77,78";"70,00";"70,00"
"TUW-200959-ref19";"33,33";"14,29";"14,29"
"TUW-200959-ref20";"50,00";"33,33";"30,00"
"TUW-200959-ref21";"66,67";"57,14";"57,14"
"TUW-200959-ref22";"57,14";"40,00";"36,36"
"TUW-200959-ref24";"33,33";"22,22";"20,00"
"TUW-200959-ref25";"40,00";"20,00";"18,18"
"TUW-200959-ref26";"50,00";"42,86";"37,50"
"TUW-200959-ref27";"40,00";"25,00";"25,00"
"TUW-202034-ref1";"50,00";"42,86";"37,50"
"TUW-202034-ref2";"85,71";"66,67";"66,67"
"TUW-202034-ref5";"81,48";"73,33";"73,33"
"TUW-202034-ref6";"25,00";"16,67";"14,29"
"TUW-202034-ref7";"71,43";"55,56";"55,56"
"TUW-202034-ref8";"33,33";"14,29";"14,29"
"TUW-202034-ref9";"80,00";"38,89";"40,74"
"TUW-202034-ref11";"50,00";"40,00";"36,36"
"TUW-202034-ref12";"71,43";"50,00";"50,00"
"TUW-202034-ref13";"66,67";"38,89";"40,74"
"TUW-202034-ref14";"25,00";"17,86";"15,63"
"TUW-202034-ref15";"87,50";"70,00";"70,00"
"TUW-202034-ref16";"85,71";"61,11";"62,96"
"TUW-202034-ref17";"25,00";"16,67";"16,67"
"TUW-202034-ref18";"25,00";"14,29";"14,29"
"TUW-202034-ref19";"33,33";"18,18";"16,67"
"TUW-202034-ref20";"83,33";"55,56";"55,56"
"TUW-202034-ref21";"55,56";"55,56";"47,62"
"TUW-202824-ref1";"80,00";"40,00";"40,00"
"TUW-202824-ref2";"66,67";"25,00";"25,00"
"TUW-202824-ref3";"50,00";"33,33";"33,33"
"TUW-205557-ref2";"16,67";"12,50";"12,50"
"TUW-205933-ref6";"0,00";"0,00";"0,00"
"TUW-205933-ref7";"50,00";"40,00";"33,33"
"TUW-205933-ref9";"40,00";"40,00";"28,57"
"TUW-205933-ref10";"25,00";"20,00";"14,29"
"TUW-221215-ref1";"80,00";"40,00";"40,00"
"TUW-221215-ref2";"66,67";"20,00";"20,00"
"TUW-221215-ref3";"66,67";"25,00";"25,00"
"TUW-221215-ref4";"57,14";"44,44";"40,00"
