"File";"Precision";"Recall";"F1"
"TUW-137078";"100,00";"31,25";"32,14"
"TUW-138011";"80,00";"33,33";"33,33"
"TUW-138447";"36,24";"10,30";"10,55"
"TUW-138544";"68,57";"25,00";"26,19"
"TUW-138547";"74,29";"27,66";"28,81"
"TUW-139299";"76,36";"43,56";"45,23"
"TUW-139761";"59,49";"21,03";"21,71"
"TUW-139769";"57,26";"21,34";"21,92"
"TUW-139781";"75,00";"25,00";"25,00"
"TUW-139785";"85,71";"13,57";"14,76"
"TUW-140047";"80,63";"29,13";"30,17"
"TUW-140048";"80,00";"28,89";"30,30"
"TUW-140229";"95,00";"28,89";"30,00"
"TUW-140253";"77,14";"28,35";"28,94"
"TUW-140308";"80,00";"21,41";"23,26"
"TUW-140533";"63,49";"15,13";"15,56"
"TUW-140867";"80,00";"28,57";"29,49"
"TUW-140895";"36,36";"3,51";"4,44"
"TUW-140983";"68,75";"16,67";"17,38"
"TUW-141024";"80,00";"37,50";"38,57"
"TUW-141065";"75,71";"27,38";"28,77"
"TUW-141121";"80,00";"29,76";"31,06"
"TUW-141140";"70,48";"40,00";"36,87"
"TUW-141336";"76,00";"21,02";"21,87"
"TUW-141618";"78,42";"39,46";"39,33"
"TUW-141758";"60,49";"12,37";"13,64"
"TUW-168222";"50,00";"8,33";"8,33"
"TUW-168482";"64,86";"10,28";"10,52"
"TUW-169511";"75,00";"27,27";"27,27"
"TUW-172697";"66,67";"15,38";"15,38"
"TUW-174216";"75,00";"18,79";"19,80"
"TUW-175428";"0,00";"0,00";"0,00"
"TUW-176087";"73,33";"20,37";"21,28"
"TUW-177140";"76,00";"31,67";"31,67"
"TUW-179146";"80,00";"37,14";"38,33"
"TUW-180162";"70,61";"28,03";"28,63"
"TUW-181199";"80,00";"30,03";"31,40"
"TUW-182414";"100,00";"8,33";"8,33"
"TUW-182899";"75,09";"24,22";"25,22"
"TUW-185321";"100,00";"22,22";"22,22"
"TUW-185441";"100,00";"20,00";"20,00"
"TUW-186227";"66,67";"20,00";"20,00"
"TUW-189842";"65,00";"21,43";"19,64"
"TUW-191715";"58,33";"11,69";"12,85"
"TUW-191977";"80,00";"31,94";"32,58"
"TUW-192724";"80,00";"30,77";"30,77"
"TUW-194085";"69,05";"9,46";"10,00"
"TUW-194561";"80,00";"28,57";"28,57"
"TUW-194660";"66,67";"20,00";"20,00"
"TUW-197422";"71,15";"25,87";"25,87"
"TUW-197852";"40,63";"12,50";"12,50"
"TUW-198400";"75,00";"25,81";"27,64"
"TUW-198401";"95,00";"28,21";"28,67"
"TUW-198405";"100,00";"29,17";"30,56"
"TUW-198408";"100,00";"16,67";"16,67"
"TUW-200745";"50,00";"8,33";"8,33"
"TUW-200748";"67,50";"18,95";"19,95"
"TUW-200948";"77,65";"32,35";"32,35"
"TUW-200950";"75,00";"19,44";"20,83"
"TUW-200959";"59,26";"22,39";"23,91"
"TUW-201066";"75,00";"33,33";"33,33"
"TUW-201160";"75,00";"33,33";"33,33"
"TUW-201167";"75,00";"33,33";"33,33"
"TUW-201821";"76,67";"33,33";"32,58"
"TUW-202034";"70,59";"20,68";"21,78"
"TUW-202824";"33,33";"11,11";"10,00"
"TUW-203409";"100,00";"33,33";"33,33"
"TUW-203924";"100,00";"28,10";"31,00"
"TUW-204724";"58,33";"23,08";"19,23"
"TUW-205557";"100,00";"14,29";"14,29"
"TUW-205933";"77,14";"41,67";"42,00"
"TUW-213513";"100,00";"22,73";"24,24"
"TUW-216744";"55,00";"23,08";"21,98"
"TUW-217690";"50,00";"9,09";"9,09"
"TUW-217971";"100,00";"10,00";"10,00"
"TUW-221215";"92,50";"13,39";"14,24"
"TUW-223906";"76,67";"26,53";"26,92"
"TUW-223973";"79,09";"31,53";"33,16"
"TUW-225252";"100,00";"33,33";"33,33"
"TUW-226000";"77,33";"35,71";"35,42"
"TUW-226016";"59,69";"20,72";"21,14"
"TUW-228620";"51,59";"17,38";"17,82"
"TUW-231707";"33,33";"10,00";"10,00"
"TUW-233317";"50,00";"7,69";"7,69"
"TUW-233657";"66,67";"15,38";"15,38"
"TUW-236063";"66,67";"20,00";"20,00"
"TUW-236120";"70,77";"25,91";"26,44"
"TUW-237297";"58,24";"41,98";"35,61"
"TUW-240858";"78,33";"26,50";"28,17"
"TUW-245336";"78,26";"48,91";"48,91"
"TUW-245799";"80,00";"25,05";"26,88"
"TUW-247301";"75,00";"27,27";"27,27"
"TUW-247741";"75,67";"28,75";"29,79"
"TUW-247743";"not defined";"0,00";"0,00"
"TUW-251544";"50,00";"7,69";"7,69"
"TUW-252847";"97,22";"27,78";"27,78"
"TUW-255712";"72,00";"36,00";"32,00"
"TUW-256654";"75,00";"21,88";"23,08"
"TUW-257397";"84,62";"20,83";"20,99"
"TUW-257870";"76,67";"23,81";"24,35"
"Average";"73,03";"23,40";"23,73"
